t;x;y;vx;vy
5.84;18.952;10.4288;7.70194;-19.1817
5.85;19.029;10.237;7.70793;-19.1795
5.86;19.1061;10.0452;7.71388;-19.1773
5.87;19.1833;9.85341;7.7198;-19.1751
5.88;19.2605;9.66167;7.72569;-19.1729
5.89;19.3378;9.46996;7.73156;-19.1707
5.9;19.4151;9.27826;7.73739;-19.1684
5.91;19.4925;9.08659;7.74319;-19.1662
5.92;19.57;8.89494;7.74896;-19.164
5.93;19.6475;8.70331;7.7547;-19.1617
5.94;19.7251;8.5117;7.76041;-19.1595
5.95;19.8027;8.32012;7.76609;-19.1573
5.96;19.8804;8.12856;7.77174;-19.155
5.97;19.9582;7.93702;7.77736;-19.1528
5.98;20.036;7.7455;7.78295;-19.1506
5.99;20.1138;7.55401;7.78851;-19.1483
6;20.1917;7.36253;7.79405;-19.1461
6.01;20.2697;7.17108;7.79955;-19.1438
6.02;20.3477;6.97966;7.80503;-19.1416
6.03;20.4258;6.78825;7.81047;-19.1393
6.04;20.5039;6.59687;7.81589;-19.1371
6.05;20.5821;6.40551;7.82128;-19.1348
6.06;20.6604;6.21417;7.82664;-19.1326
6.07;20.7387;6.02286;7.83198;-19.1303
6.08;20.817;5.83157;7.83728;-19.1281
6.09;20.8954;5.6403;7.84256;-19.1258
6.1;20.9738;5.44905;7.84781;-19.1236
6.11;21.0524;5.25782;7.85304;-19.1213
6.12;21.1309;5.06662;7.85823;-19.1191
6.13;21.2095;4.87544;7.8634;-19.1168
6.14;21.2882;4.68429;7.86854;-19.1145
6.15;21.3669;4.49315;7.87366;-19.1123
6.16;21.4457;4.30204;7.87874;-19.11
6.17;21.5245;4.11095;7.8838;-19.1078
6.18;21.6033;3.91989;7.88884;-19.1055
6.19;21.6822;3.72884;7.89385;-19.1033
6.2;21.7612;3.53782;7.89883;-19.101
6.21;21.8402;3.34682;7.90378;-19.0988
6.22;21.9193;3.15584;7.90871;-19.0965
6.23;21.9984;2.96489;7.91361;-19.0942
6.24;22.0776;2.77396;7.91849;-19.092
6.25;22.1568;2.58305;7.92334;-19.0897
6.26;22.236;2.39217;7.92817;-19.0875
6.27;22.3153;2.2013;7.93297;-19.0852
6.28;22.3947;2.01046;7.93774;-19.083
6.29;22.4741;1.81964;7.94249;-19.0807
6.3;22.5535;1.62885;7.94722;-19.0785
6.31;22.633;1.43807;7.95192;-19.0762
6.32;22.7126;1.24732;7.95659;-19.074
6.33;22.7922;1.05659;7.96124;-19.0717
6.34;22.8718;0.865887;7.96587;-19.0695
6.35;22.9515;0.675203;7.97047;-19.0673
6.36;23.0312;0.484542;7.97505;-19.065
6.37;23.111;0.293903;7.9796;-19.0628
6.38;23.1908;0.103287;7.98413;-19.0605
6.39;23.2707;-0.0873075;7.98863;-19.0583
