t;x1_sim;x2_sim;x1_exp;x2_exp
55,400000;1,249521;2,082689;1,249520;2,082690
55,500000;1,248890;2,081742;1,248890;2,081740
55,600000;1,248282;2,080828;1,248280;2,080830
55,700000;1,247703;2,079956;1,247700;2,079960
55,800000;1,247157;2,079135;1,247160;2,079140
55,900000;1,246650;2,078371;1,246650;2,078370
56,000000;1,246186;2,077671;1,246190;2,077670
56,100000;1,245768;2,077040;1,245770;2,077040
56,200000;1,245400;2,076483;1,245400;2,076480
56,300000;1,245085;2,076005;1,245090;2,076010
56,400000;1,244825;2,075609;1,244820;2,075610
56,500000;1,244620;2,075296;1,244620;2,075300
56,600000;1,244473;2,075070;1,244470;2,075070
56,700000;1,244384;2,074929;1,244380;2,074930
56,800000;1,244351;2,074874;1,244350;2,074870
56,900000;1,244375;2,074904;1,244380;2,074900
57,000000;1,244455;2,075017;1,244450;2,075020
57,100000;1,244588;2,075210;1,244590;2,075210
57,200000;1,244771;2,075479;1,244770;2,075480
57,300000;1,245003;2,075821;1,245000;2,075820
57,400000;1,245280;2,076231;1,245280;2,076230
57,500000;1,245599;2,076704;1,245600;2,076700
57,600000;1,245955;2,077233;1,245950;2,077230
57,700000;1,246344;2,077812;1,246340;2,077810
57,800000;1,246762;2,078435;1,246760;2,078430
57,900000;1,247204;2,079094;1,247200;2,079090
58,000000;1,247665;2,079783;1,247660;2,079780
58,100000;1,248140;2,080493;1,248140;2,080490
58,200000;1,248625;2,081219;1,248620;2,081220
58,300000;1,249114;2,081951;1,249110;2,081950
58,400000;1,249602;2,082683;1,249600;2,082680
58,500000;1,250085;2,083407;1,250090;2,083410
58,600000;1,250558;2,084117;1,250560;2,084120
58,700000;1,251017;2,084805;1,251020;2,084810
58,800000;1,251456;2,085466;1,251460;2,085470
58,900000;1,251873;2,086093;1,251870;2,086090
59,000000;1,252263;2,086681;1,252260;2,086680
59,100000;1,252624;2,087224;1,252620;2,087220
59,200000;1,252951;2,087718;1,252950;2,087720
59,300000;1,253243;2,088160;1,253240;2,088160
59,400000;1,253498;2,088545;1,253500;2,088540
59,500000;1,253713;2,088871;1,253710;2,088870
59,600000;1,253887;2,089137;1,253890;2,089140
59,700000;1,254019;2,089339;1,254020;2,089340
59,800000;1,254109;2,089479;1,254110;2,089480
59,900000;1,254156;2,089555;1,254160;2,089550
60,000000;1,254162;2,089568;1,254160;2,089570
60,100000;1,254126;2,089519;1,254130;2,089520
60,200000;1,254050;2,089410;1,254050;2,089410
60,300000;1,253935;2,089242;1,253940;2,089240
60,400000;1,253784;2,089020;1,253780;2,089020
60,500000;1,253598;2,088745;1,253600;2,088740
60,600000;1,253380;2,088422;1,253380;2,088420
60,700000;1,253133;2,088055;1,253130;2,088050
60,800000;1,252860;2,087648;1,252860;2,087650
60,900000;1,252563;2,087206;1,252560;2,087210
61,000000;1,252247;2,086735;1,252250;2,086730
61,100000;1,251914;2,086239;1,251910;2,086240
61,200000;1,251569;2,085723;1,251570;2,085720
61,300000;1,251215;2,085194;1,251220;2,085190
61,400000;1,250856;2,084656;1,250860;2,084660
61,500000;1,250495;2,084116;1,250500;2,084120
61,600000;1,250136;2,083578;1,250140;2,083580
61,700000;1,249783;2,083048;1,249780;2,083050
61,800000;1,249439;2,082531;1,249440;2,082530
61,900000;1,249107;2,082032;1,249110;2,082030
62,000000;1,248789;2,081555;1,248790;2,081560
62,100000;1,248490;2,081105;1,248490;2,081110
62,200000;1,248212;2,080686;1,248210;2,080690
62,300000;1,247957;2,080301;1,247960;2,080300
62,400000;1,247727;2,079953;1,247730;2,079950
62,500000;1,247523;2,079646;1,247520;2,079650
62,600000;1,247348;2,079380;1,247350;2,079380
62,700000;1,247203;2,079159;1,247200;2,079160
62,800000;1,247088;2,078984;1,247090;2,078980
62,900000;1,247004;2,078855;1,247000;2,078850
63,000000;1,246952;2,078772;1,246950;2,078770
63,100000;1,246930;2,078737;1,246930;2,078740
63,200000;1,246940;2,078747;1,246940;2,078750
63,300000;1,246979;2,078803;1,246980;2,078800
63,400000;1,247048;2,078903;1,247050;2,078900
63,500000;1,247144;2,079044;1,247140;2,079040
63,600000;1,247267;2,079225;1,247270;2,079230
63,700000;1,247415;2,079444;1,247410;2,079440
63,800000;1,247585;2,079696;1,247590;2,079700
63,900000;1,247776;2,079980;1,247780;2,079980
64,000000;1,247986;2,080292;1,247990;2,080290
64,100000;1,248211;2,080628;1,248210;2,080630
64,200000;1,248450;2,080984;1,248450;2,080980
64,300000;1,248699;2,081356;1,248700;2,081360
64,400000;1,248957;2,081741;1,248960;2,081740
64,500000;1,249220;2,082135;1,249220;2,082130
64,600000;1,249485;2,082533;1,249490;2,082530
64,700000;1,249751;2,082931;1,249750;2,082930
64,800000;1,250014;2,083325;1,250010;2,083320
64,900000;1,250272;2,083712;1,250270;2,083710
65,000000;1,250522;2,084088;1,250520;2,084090
65,100000;1,250763;2,084449;1,250760;2,084450
65,200000;1,250991;2,084792;1,250990;2,084790
65,300000;1,251205;2,085114;1,251200;2,085110
65,400000;1,251403;2,085413;1,251400;2,085410
65,500000;1,251583;2,085685;1,251580;2,085680
65,600000;1,251744;2,085928;1,251740;2,085930
65,700000;1,251885;2,086142;1,251890;2,086140
65,800000;1,252004;2,086323;1,252000;2,086320
65,900000;1,252102;2,086471;1,252100;2,086470
66,000000;1,252177;2,086586;1,252180;2,086590
66,100000;1,252228;2,086666;1,252230;2,086670
66,200000;1,252257;2,086711;1,252260;2,086710
66,300000;1,252263;2,086723;1,252260;2,086720
66,400000;1,252246;2,086700;1,252250;2,086700
66,500000;1,252207;2,086645;1,252210;2,086640
66,600000;1,252148;2,086558;1,252150;2,086560
66,700000;1,252068;2,086440;1,252070;2,086440
66,800000;1,251969;2,086295;1,251970;2,086290
66,900000;1,251853;2,086122;1,251850;2,086120
67,000000;1,251720;2,085926;1,251720;2,085930
67,100000;1,251573;2,085707;1,251570;2,085710
67,200000;1,251414;2,085469;1,251410;2,085470
67,300000;1,251243;2,085215;1,251240;2,085210
67,400000;1,251063;2,084946;1,251060;2,084950
67,500000;1,250876;2,084667;1,250880;2,084670
67,600000;1,250685;2,084381;1,250680;2,084380
67,700000;1,250490;2,084089;1,250490;2,084090
67,800000;1,250293;2,083795;1,250290;2,083800
67,900000;1,250098;2,083502;1,250100;2,083500
68,000000;1,249906;2,083214;1,249910;2,083210
68,100000;1,249718;2,082932;1,249720;2,082930
68,200000;1,249536;2,082659;1,249540;2,082660
68,300000;1,249363;2,082398;1,249360;2,082400
68,400000;1,249199;2,082152;1,249200;2,082150
68,500000;1,249046;2,081922;1,249050;2,081920
68,600000;1,248906;2,081710;1,248910;2,081710
68,700000;1,248779;2,081519;1,248780;2,081520
68,800000;1,248667;2,081349;1,248670;2,081350
68,900000;1,248570;2,081201;1,248570;2,081200
69,000000;1,248489;2,081078;1,248490;2,081080
69,100000;1,248424;2,080980;1,248420;2,080980
69,200000;1,248377;2,080907;1,248380;2,080910
69,300000;1,248346;2,080859;1,248350;2,080860
69,400000;1,248332;2,080836;1,248330;2,080840
69,500000;1,248335;2,080839;1,248340;2,080840
69,600000;1,248355;2,080866;1,248350;2,080870
69,700000;1,248390;2,080917;1,248390;2,080920
69,800000;1,248441;2,080991;1,248440;2,080990
69,900000;1,248506;2,081087;1,248510;2,081090
70,000000;1,248584;2,081204;1,248580;2,081200
70,100000;1,248675;2,081339;1,248680;2,081340
70,200000;1,248778;2,081491;1,248780;2,081490
70,300000;1,248891;2,081659;1,248890;2,081660
70,400000;1,249012;2,081840;1,249010;2,081840
70,500000;1,249141;2,082032;1,249140;2,082030
70,600000;1,249276;2,082233;1,249280;2,082230
70,700000;1,249415;2,082442;1,249420;2,082440
70,800000;1,249558;2,082655;1,249560;2,082660
70,900000;1,249702;2,082871;1,249700;2,082870
71,000000;1,249847;2,083088;1,249850;2,083090
71,100000;1,249990;2,083302;1,249990;2,083300
71,200000;1,250131;2,083513;1,250130;2,083510
71,300000;1,250267;2,083718;1,250270;2,083720
71,400000;1,250399;2,083916;1,250400;2,083920
71,500000;1,250523;2,084104;1,250520;2,084100
71,600000;1,250641;2,084280;1,250640;2,084280
71,700000;1,250750;2,084444;1,250750;2,084440
71,800000;1,250849;2,084594;1,250850;2,084590
71,900000;1,250938;2,084728;1,250940;2,084730
72,000000;1,251016;2,084846;1,251020;2,084850
72,100000;1,251082;2,084947;1,251080;2,084950
72,200000;1,251136;2,085030;1,251140;2,085030
72,300000;1,251179;2,085094;1,251180;2,085090
72,400000;1,251208;2,085140;1,251210;2,085140
72,500000;1,251225;2,085167;1,251230;2,085170
72,600000;1,251230;2,085176;1,251230;2,085180
72,700000;1,251223;2,085166;1,251220;2,085170
72,800000;1,251203;2,085138;1,251200;2,085140
72,900000;1,251172;2,085093;1,251170;2,085090
73,000000;1,251130;2,085031;1,251130;2,085030
73,100000;1,251077;2,084953;1,251080;2,084950
73,200000;1,251015;2,084861;1,251020;2,084860
73,300000;1,250944;2,084756;1,250940;2,084760
73,400000;1,250865;2,084639;1,250870;2,084640
73,500000;1,250779;2,084511;1,250780;2,084510
73,600000;1,250687;2,084373;1,250690;2,084370
73,700000;1,250590;2,084229;1,250590;2,084230
73,800000;1,250489;2,084077;1,250490;2,084080
73,900000;1,250385;2,083922;1,250390;2,083920
74,000000;1,250279;2,083764;1,250280;2,083760
74,100000;1,250173;2,083604;1,250170;2,083600
74,200000;1,250066;2,083445;1,250070;2,083440
74,300000;1,249962;2,083288;1,249960;2,083290
74,400000;1,249859;2,083134;1,249860;2,083130
74,500000;1,249760;2,082985;1,249760;2,082980
74,600000;1,249665;2,082842;1,249670;2,082840
74,700000;1,249575;2,082707;1,249580;2,082710
74,800000;1,249492;2,082581;1,249490;2,082580
74,900000;1,249414;2,082465;1,249410;2,082460
75,000000;1,249345;2,082359;1,249340;2,082360
75,100000;1,249283;2,082265;1,249280;2,082270
75,200000;1,249229;2,082184;1,249230;2,082180
75,300000;1,249184;2,082115;1,249180;2,082120
75,400000;1,249147;2,082060;1,249150;2,082060
75,500000;1,249120;2,082019;1,249120;2,082020
75,600000;1,249103;2,081991;1,249100;2,081990
75,700000;1,249094;2,081977;1,249090;2,081980
75,800000;1,249094;2,081977;1,249090;2,081980
75,900000;1,249104;2,081990;1,249100;2,081990
76,000000;1,249122;2,082016;1,249120;2,082020
76,100000;1,249149;2,082055;1,249150;2,082050
76,200000;1,249183;2,082106;1,249180;2,082110
76,300000;1,249225;2,082167;1,249220;2,082170
76,400000;1,249274;2,082240;1,249270;2,082240
76,500000;1,249329;2,082321;1,249330;2,082320
76,600000;1,249389;2,082411;1,249390;2,082410
76,700000;1,249455;2,082509;1,249450;2,082510
76,800000;1,249524;2,082613;1,249520;2,082610
76,900000;1,249597;2,082722;1,249600;2,082720
77,000000;1,249673;2,082835;1,249670;2,082830
77,100000;1,249750;2,082950;1,249750;2,082950
77,200000;1,249828;2,083068;1,249830;2,083070
77,300000;1,249907;2,083185;1,249910;2,083190
77,400000;1,249985;2,083302;1,249990;2,083300
77,500000;1,250062;2,083417;1,250060;2,083420
77,600000;1,250136;2,083529;1,250140;2,083530
77,700000;1,250208;2,083637;1,250210;2,083640
77,800000;1,250276;2,083740;1,250280;2,083740
77,900000;1,250341;2,083836;1,250340;2,083840
78,000000;1,250400;2,083926;1,250400;2,083930
78,100000;1,250455;2,084009;1,250450;2,084010
78,200000;1,250504;2,084083;1,250500;2,084080
78,300000;1,250547;2,084148;1,250550;2,084150
78,400000;1,250584;2,084204;1,250580;2,084200
78,500000;1,250614;2,084250;1,250610;2,084250
78,600000;1,250638;2,084287;1,250640;2,084290
78,700000;1,250655;2,084313;1,250660;2,084310
78,800000;1,250665;2,084329;1,250670;2,084330
78,900000;1,250669;2,084335;1,250670;2,084330
79,000000;1,250665;2,084330;1,250670;2,084330
79,100000;1,250656;2,084317;1,250660;2,084320
79,200000;1,250639;2,084293;1,250640;2,084290
79,300000;1,250617;2,084261;1,250620;2,084260
79,400000;1,250589;2,084220;1,250590;2,084220
79,500000;1,250556;2,084170;1,250560;2,084170
79,600000;1,250518;2,084114;1,250520;2,084110
79,700000;1,250476;2,084051;1,250480;2,084050
79,800000;1,250430;2,083982;1,250430;2,083980
79,900000;1,250380;2,083908;1,250380;2,083910
80,000000;1,250327;2,083830;1,250330;2,083830
80,100000;1,250273;2,083748;1,250270;2,083750
80,200000;1,250216;2,083664;1,250220;2,083660
80,300000;1,250159;2,083578;1,250160;2,083580
80,400000;1,250101;2,083491;1,250100;2,083490
80,500000;1,250043;2,083405;1,250040;2,083400
80,600000;1,249986;2,083319;1,249990;2,083320
80,700000;1,249930;2,083235;1,249930;2,083240
80,800000;1,249876;2,083154;1,249880;2,083150
80,900000;1,249824;2,083076;1,249820;2,083080
81,000000;1,249775;2,083002;1,249780;2,083000
81,100000;1,249729;2,082933;1,249730;2,082930
81,200000;1,249687;2,082869;1,249690;2,082870
81,300000;1,249648;2,082811;1,249650;2,082810
81,400000;1,249614;2,082759;1,249610;2,082760
81,500000;1,249584;2,082714;1,249580;2,082710
81,600000;1,249559;2,082676;1,249560;2,082680
81,700000;1,249539;2,082645;1,249540;2,082640
81,800000;1,249523;2,082621;1,249520;2,082620
81,900000;1,249513;2,082605;1,249510;2,082610
82,000000;1,249508;2,082597;1,249510;2,082600
82,100000;1,249508;2,082596;1,249510;2,082600
82,200000;1,249512;2,082602;1,249510;2,082600
82,300000;1,249521;2,082615;1,249520;2,082620
82,400000;1,249535;2,082635;1,249540;2,082640
82,500000;1,249553;2,082662;1,249550;2,082660
82,600000;1,249576;2,082695;1,249580;2,082700
82,700000;1,249602;2,082734;1,249600;2,082730
82,800000;1,249631;2,082777;1,249630;2,082780
82,900000;1,249664;2,082826;1,249660;2,082830
83,000000;1,249699;2,082878;1,249700;2,082880
83,100000;1,249737;2,082935;1,249740;2,082930
83,200000;1,249776;2,082993;1,249780;2,082990
83,300000;1,249817;2,083055;1,249820;2,083050
83,400000;1,249859;2,083117;1,249860;2,083120
83,500000;1,249901;2,083181;1,249900;2,083180
83,600000;1,249944;2,083245;1,249940;2,083240
83,700000;1,249987;2,083309;1,249990;2,083310
83,800000;1,250028;2,083371;1,250030;2,083370
83,900000;1,250069;2,083432;1,250070;2,083430
84,000000;1,250108;2,083491;1,250110;2,083490
84,100000;1,250146;2,083547;1,250150;2,083550
84,200000;1,250181;2,083600;1,250180;2,083600
84,300000;1,250214;2,083650;1,250210;2,083650
84,400000;1,250244;2,083695;1,250240;2,083700
84,500000;1,250271;2,083736;1,250270;2,083740
84,600000;1,250295;2,083772;1,250290;2,083770
84,700000;1,250315;2,083803;1,250320;2,083800
84,800000;1,250332;2,083829;1,250330;2,083830
84,900000;1,250345;2,083849;1,250350;2,083850
85,000000;1,250355;2,083864;1,250360;2,083860
85,100000;1,250361;2,083874;1,250360;2,083870
85,200000;1,250363;2,083877;1,250360;2,083880
85,300000;1,250362;2,083876;1,250360;2,083880
85,400000;1,250357;2,083869;1,250360;2,083870
85,500000;1,250349;2,083857;1,250350;2,083860
85,600000;1,250337;2,083840;1,250340;2,083840
85,700000;1,250322;2,083818;1,250320;2,083820
85,800000;1,250305;2,083792;1,250300;2,083790
85,900000;1,250284;2,083762;1,250280;2,083760
86,000000;1,250262;2,083728;1,250260;2,083730
86,100000;1,250237;2,083691;1,250240;2,083690
86,200000;1,250210;2,083651;1,250210;2,083650
86,300000;1,250182;2,083609;1,250180;2,083610
86,400000;1,250152;2,083564;1,250150;2,083560
86,500000;1,250121;2,083519;1,250120;2,083520
86,600000;1,250090;2,083472;1,250090;2,083470
86,700000;1,250059;2,083425;1,250060;2,083430
86,800000;1,250027;2,083378;1,250030;2,083380
86,900000;1,249996;2,083331;1,250000;2,083330
87,000000;1,249966;2,083286;1,249970;2,083290
87,100000;1,249936;2,083241;1,249940;2,083240
87,200000;1,249908;2,083199;1,249910;2,083200
87,300000;1,249881;2,083158;1,249880;2,083160
87,400000;1,249856;2,083120;1,249860;2,083120
87,500000;1,249833;2,083085;1,249830;2,083090
87,600000;1,249811;2,083053;1,249810;2,083050
87,700000;1,249792;2,083024;1,249790;2,083020
87,800000;1,249776;2,082999;1,249780;2,083000
87,900000;1,249762;2,082978;1,249760;2,082980
88,000000;1,249751;2,082961;1,249750;2,082960
88,100000;1,249742;2,082948;1,249740;2,082950
88,200000;1,249736;2,082938;1,249740;2,082940
88,300000;1,249733;2,082933;1,249730;2,082930
88,400000;1,249732;2,082932;1,249730;2,082930
88,500000;1,249734;2,082935;1,249730;2,082940
88,600000;1,249739;2,082942;1,249740;2,082940
88,700000;1,249746;2,082952;1,249750;2,082950
88,800000;1,249756;2,082967;1,249760;2,082970
88,900000;1,249768;2,082984;1,249770;2,082980
89,000000;1,249782;2,083005;1,249780;2,083000
89,100000;1,249797;2,083028;1,249800;2,083030
89,200000;1,249815;2,083054;1,249810;2,083050
89,300000;1,249834;2,083082;1,249830;2,083080
89,400000;1,249854;2,083113;1,249850;2,083110
89,500000;1,249876;2,083145;1,249880;2,083140
89,600000;1,249898;2,083178;1,249900;2,083180
89,700000;1,249920;2,083212;1,249920;2,083210
89,800000;1,249944;2,083246;1,249940;2,083250
89,900000;1,249967;2,083281;1,249970;2,083280
90,000000;1,249990;2,083316;1,249990;2,083320
90,100000;1,250013;2,083350;1,250010;2,083350
90,200000;1,250035;2,083383;1,250030;2,083380
90,300000;1,250056;2,083415;1,250060;2,083420
90,400000;1,250077;2,083446;1,250080;2,083450
90,500000;1,250096;2,083475;1,250100;2,083480
90,600000;1,250114;2,083502;1,250110;2,083500
90,700000;1,250131;2,083527;1,250130;2,083530
90,800000;1,250145;2,083550;1,250150;2,083550
90,900000;1,250159;2,083569;1,250160;2,083570
91,000000;1,250170;2,083587;1,250170;2,083590
91,100000;1,250179;2,083601;1,250180;2,083600
91,200000;1,250187;2,083613;1,250190;2,083610
91,300000;1,250192;2,083621;1,250190;2,083620
91,400000;1,250196;2,083627;1,250200;2,083630
91,500000;1,250197;2,083629;1,250200;2,083630
91,600000;1,250197;2,083628;1,250200;2,083630
91,700000;1,250195;2,083625;1,250190;2,083630
91,800000;1,250190;2,083619;1,250190;2,083620
91,900000;1,250184;2,083610;1,250180;2,083610
92,000000;1,250176;2,083598;1,250180;2,083600
92,100000;1,250167;2,083584;1,250170;2,083580
92,200000;1,250156;2,083568;1,250160;2,083570
92,300000;1,250144;2,083550;1,250140;2,083550
92,400000;1,250130;2,083530;1,250130;2,083530
92,500000;1,250116;2,083509;1,250120;2,083510
92,600000;1,250101;2,083486;1,250100;2,083490
92,700000;1,250085;2,083462;1,250080;2,083460
92,800000;1,250068;2,083437;1,250070;2,083440
92,900000;1,250051;2,083412;1,250050;2,083410
93,000000;1,250034;2,083386;1,250030;2,083390
93,100000;1,250017;2,083361;1,250020;2,083360
93,200000;1,250000;2,083335;1,250000;2,083340
93,300000;1,249983;2,083310;1,249980;2,083310
93,400000;1,249967;2,083286;1,249970;2,083290
93,500000;1,249952;2,083263;1,249950;2,083260
93,600000;1,249937;2,083241;1,249940;2,083240
93,700000;1,249923;2,083220;1,249920;2,083220
93,800000;1,249910;2,083201;1,249910;2,083200
93,900000;1,249899;2,083183;1,249900;2,083180
94,000000;1,249888;2,083167;1,249890;2,083170
94,100000;1,249879;2,083153;1,249880;2,083150
94,200000;1,249871;2,083142;1,249870;2,083140
94,300000;1,249865;2,083132;1,249870;2,083130
94,400000;1,249860;2,083124;1,249860;2,083120
94,500000;1,249857;2,083119;1,249860;2,083120
94,600000;1,249855;2,083116;1,249850;2,083120
94,700000;1,249854;2,083115;1,249850;2,083120
94,800000;1,249855;2,083117;1,249860;2,083120
94,900000;1,249858;2,083120;1,249860;2,083120
95,000000;1,249862;2,083126;1,249860;2,083130
95,100000;1,249867;2,083133;1,249870;2,083130
95,200000;1,249873;2,083142;1,249870;2,083140
95,300000;1,249880;2,083153;1,249880;2,083150
95,400000;1,249889;2,083166;1,249890;2,083170
95,500000;1,249898;2,083180;1,249900;2,083180
95,600000;1,249908;2,083195;1,249910;2,083200
95,700000;1,249919;2,083211;1,249920;2,083210
95,800000;1,249931;2,083229;1,249930;2,083230
95,900000;1,249943;2,083246;1,249940;2,083250
96,000000;1,249955;2,083265;1,249960;2,083260
96,100000;1,249968;2,083284;1,249970;2,083280
96,200000;1,249980;2,083303;1,249980;2,083300
96,300000;1,249993;2,083321;1,249990;2,083320
96,400000;1,250005;2,083340;1,250010;2,083340
96,500000;1,250017;2,083358;1,250020;2,083360
96,600000;1,250029;2,083376;1,250030;2,083380
96,700000;1,250040;2,083393;1,250040;2,083390
96,800000;1,250051;2,083408;1,250050;2,083410
96,900000;1,250061;2,083423;1,250060;2,083420
97,000000;1,250070;2,083437;1,250070;2,083440
97,100000;1,250078;2,083449;1,250080;2,083450
97,200000;1,250085;2,083460;1,250090;2,083460
97,300000;1,250092;2,083470;1,250090;2,083470
97,400000;1,250097;2,083478;1,250100;2,083480
97,500000;1,250101;2,083484;1,250100;2,083480
97,600000;1,250104;2,083489;1,250100;2,083490
97,700000;1,250106;2,083492;1,250110;2,083490
97,800000;1,250107;2,083494;1,250110;2,083490
97,900000;1,250107;2,083494;1,250110;2,083490
98,000000;1,250106;2,083492;1,250110;2,083490
98,100000;1,250104;2,083489;1,250100;2,083490
98,200000;1,250101;2,083484;1,250100;2,083480
98,300000;1,250096;2,083478;1,250100;2,083480
98,400000;1,250091;2,083471;1,250090;2,083470
98,500000;1,250086;2,083462;1,250090;2,083460
98,600000;1,250079;2,083452;1,250080;2,083450
98,700000;1,250072;2,083442;1,250070;2,083440
98,800000;1,250064;2,083430;1,250060;2,083430
98,900000;1,250056;2,083418;1,250060;2,083420
99,000000;1,250047;2,083405;1,250050;2,083400
99,100000;1,250038;2,083391;1,250040;2,083390
99,200000;1,250029;2,083378;1,250030;2,083380
99,300000;1,250020;2,083364;1,250020;2,083360
99,400000;1,250010;2,083350;1,250010;2,083350
99,500000;1,250001;2,083336;1,250000;2,083340
99,600000;1,249992;2,083323;1,249990;2,083320
99,700000;1,249983;2,083309;1,249980;2,083310
99,800000;1,249975;2,083297;1,249970;2,083300
99,900000;1,249967;2,083284;1,249970;2,083280
100,000000;1,249959;2,083273;1,249960;2,083270
